Suburb,Address,Rooms,Type,Price,Distance,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,CouncilArea
Templestowe,9 Wynnewood Ct,5,h,503000,13.3,1,1,251,90,1945,-37.7682,144.8335,Brimbank City Council
Vermont,3 Trinian St,4,h,1000000,13.3,2,1,786,295,1999,-37.7743,144.8425,Brimbank City Council
Watsonia,20 Weatherlake St,3,h,560000,13.5,1,3,582,115,1970,-37.7906,144.7929,Brimbank City Council
Werribee,12 Garden Ct,4,h,620000,13.5,1,4,699,125,1960,-37.7905,144.8033,Brimbank City Council
Werribee,3 Penn Cl,3,u,545000,13.5,2,1,240,131,2011,-37.7891,144.8152,Brimbank City Council
West Footscray,54 Wellington St,3,h,621000,13.5,2,2,596,176,1997,-37.7981,144.7936,Brimbank City Council
Croydon,45 Norris Cct,4,h,687000,13.5,1,1,695,102,1950,-37.7853,144.8114,Brimbank City Council
Doreen,159 Orchard Rd,3,h,485000,13.5,4,2,482,166,1955,-37.7904,144.8133,Brimbank City Council
Forest Hill,26 Thornhill Dr,4,h,480000,13.5,1,2,696,148,1960,-37.7836,144.7988,Brimbank City Council
Heathmont,189 Canterbury Rd,4,h,621000,13.5,1,1,700,130,1950,-37.7902,144.8102,Brimbank City Council
Brunswick,69 Mitchell St,2,t,615000,10.5,2,1,358,27,1999,-37.79573,144.79311,Brimbank City Council
Dallas,3 Donald St,3,h,695000,10.5,1,0,694,113.6,1950,-37.78871,144.81369,Brimbank City Council
Hoppers Crossing,4 Tallong Ct,3,h,583500,10.5,1,1,672,110,1970,-37.80118,144.80996,Brimbank City Council
Kealba,44 Bellara Cr,4,h,610000,14,2,2,568,210,1974,-37.73027,144.81655,Brimbank City Council
Point Cook,53 Windorah Dr,4,h,610000,14,1,2,419,135,1975,-37.7398,144.80348,Brimbank City Council
Port Melbourne,199 Ross St,3,h,560000,15,2,2,612,155,1980,-37.7378,144.8264,Brimbank City Council
Rosanna,29 Thomson Dr,4,t,460000,14,1,1,160,129,2000,-37.73915,144.80289,Brimbank City Council
South Morang,30 Teatree Dr,3,h,587000,14,1,1,583,108,1980,-37.73642,144.82851,Brimbank City Council
Truganina,26 Vassar Ct,3,h,641000,14,2,2,597,132,1970,-37.74143,144.78145,Brimbank City Council
Wantirna South,26 Aisbett Av,5,h,537000,14,2,2,447,134,1996,-37.75405,144.82014,Brimbank City Council
Werribee,39 Kiely Av,3,h,565000,14,1,2,614,110,1975,-37.73074,144.78925,Brimbank City Council
Dandenong North,4 Crouch Ct,3,h,555000,14,1,3,566,126,1980,-37.74306,144.76679,Brimbank City Council
Ascot Vale,163 The Parade,3,h,650000,12.8,1,3,604,108,1946,-37.78127,144.79761,Brimbank City Council
Balwyn North,7 Helston St,4,h,740000,12.8,2,2,602,185,1970,-37.7789,144.80517,Brimbank City Council
Bentleigh,3 Roma St,4,h,627000,12.8,1,2,697,102,1960,-37.77713,144.79746,Brimbank City Council
Brighton,14 Cross St,3,h,557000,14.8,1,2,539,148,1985,-37.76545,144.76458,Brimbank City Council
Brighton East,43 Regent St,4,h,620000,14.8,2,2,609,123,2000,-37.7518,144.7491,Melton City Council
Brunswick West,14 James St,3,h,580000,14.8,2,2,528,185,2000,-37.73998,144.72995,Melton City Council
Burwood,21 Iris St,3,h,589000,14.8,2,2,544,125,1996,-37.7687,144.75833,Brimbank City Council
Burwood,11 Stephens St,3,h,860000,14.8,3,3,675,401,2006,-37.73055,144.753,Melton City Council
Bulleen,28 Flinders St,2,h,821000,14.8,2,2,638,270.2,2009,-37.76189,144.78517,Brimbank City Council
Burwood,7 Wattlebird Ct,4,h,545000,14.8,2,2,401,126,2009,-37.77475,144.75653,Brimbank City Council
Camberwell,2 Thomas St,3,h,535000,27.2,2,2,545,198,2010,-37.8955,144.61192,Wyndham City Council
Camberwell,4 Range St,3,h,480000,27.2,1,2,743,110,1990,-37.89757,144.63041,Wyndham City Council
Camberwell,3/220 Warrigal Rd,2,h,870000,9.4,1,4,559,560,1950,-37.8399,144.86228,Hobsons Bay City Council
Camberwell,18 Middle Rd,5,h,683000,11.1,1,2,534,167,1967,-37.8284,144.8355,Hobsons Bay City Council
Camberwell,6 Judd St,3,h,875000,11.1,1,4,559,169,1965,-37.8448,144.8529,Hobsons Bay City Council
Camberwell,16A Waterloo St,3,h,708000,11.1,1,2,585,97,1960,-37.8258,144.8523,Hobsons Bay City Council
Camberwell,1/3 Crescent Rd,2,h,620000,11.1,2,2,276,100,2010,-37.8262,144.8443,Hobsons Bay City Council
Camberwell,532 Burke Rd,4,h,860000,9.4,1,5,537,123,1960,-37.8308,144.83765,Hobsons Bay City Council
Camberwell,20 Kirkwood Dr,5,h,1070000,9.4,1,3,693,134,1950,-37.83511,144.84905,Hobsons Bay City Council
Canterbury,5 Dorothea St,2,h,785000,17.6,2,2,448,248,2013,-37.85737,144.7487,Wyndham City Council
Canterbury,21 Compton St,4,h,810000,15.5,2,2,749,180.9,1989,-37.88413,144.79033,Hobsons Bay City Council
Canterbury,4/34 Rochester Rd,2,h,718000,15.5,2,4,560,154,1990,-37.8879,144.77873,Hobsons Bay City Council
Canterbury,21 Marden St,3,h,556000,18.4,2,2,685,115,1990,-37.85713,144.68278,Wyndham City Council
Carlton North,1 Fletcher La,2,h,557500,18.4,2,2,560,121,2006,-37.84391,144.7258,Melton City Council
Carlton North,75 Fenwick St,3,u,441000,18.4,1,1,294,112,1990,-37.8666,144.6904,Wyndham City Council
Carnegie,42 Margaret St,4,h,565000,18.4,2,2,595,152,1990,-37.85075,144.67383,Wyndham City Council
Carnegie,4 Vine Gr,4,h,510000,18.4,1,2,600,129,1975,-37.8835,144.68447,Wyndham City Council
Carnegie,1/60 Mimosa Rd,2,h,615000,18.4,2,2,600,151,2000,-37.85701,144.70883,Wyndham City Council
Carnegie,2/11 Maroona Rd,2,h,525000,18.4,2,2,452,134,1993,-37.87517,144.67094,Wyndham City Council
Carnegie,22 Neville St,4,h,667000,18.4,2,2,601,226,2013,-37.83909,144.70557,Melton City Council
Carnegie,5/35 Moonya Rd,2,h,526000,18.4,2,2,407,146,2010,-37.83867,144.7034,Wyndham City Council
Carnegie,44 Blackwood St,4,h,620000,18.4,2,2,571,158,2002,-37.85402,144.67333,Wyndham City Council
Caulfield,6/5 Freeman St,2,h,531000,18.4,1,0,537,130,1985,-37.88248,144.69335,Wyndham City Council
Caulfield North,123 Normanby Rd,4,h,428000,18.4,2,1,410,109,1980,-37.86608,144.68721,Wyndham City Council
Caulfield South,5 Alder St,3,h,446000,18.4,2,2,326,162,2012,-37.85037,144.66179,Wyndham City Council
Caulfield South,10/468 Kooyong Rd,1,h,540000,18.4,2,2,580,200,1990,-37.87447,144.66771,Wyndham City Council
Caulfield South,22 Sycamore St,3,h,640000,14.7,2,4,580,218,1970,-37.90145,144.66978,Wyndham City Council
Caulfield South,89 Clarence St,2,h,484000,14.7,1,0,531,100,1960,-37.88996,144.65526,Wyndham City Council
Caulfield South,30 Cedar St,2,h,547000,14.7,1,1,670,127,1950,-37.8949,144.6626,Wyndham City Council
Chadstone,7 Inga Ct,3,h,620000,14.7,2,2,630,235,1995,-37.8786,144.65481,Wyndham City Council
Chadstone,2 Fitzroy Gr,4,h,627500,14.7,3,2,726,207,1985,-37.9009,144.67386,Wyndham City Council
Chadstone,4 Jacana Ct,4,h,631500,14.7,2,2,400,192,2012,-37.89867,144.72649,Wyndham City Council
Chadstone,2/19 Thurloo St,4,h,470000,14.7,1,2,560,115,1975,-37.91492,144.66867,Wyndham City Council
Clifton Hill,3/68 Noone St,3,h,455000,14.7,1,1,610,125,1980,-37.88632,144.67582,Wyndham City Council
Clifton Hill,11 Page St,3,h,505000,14.7,2,4,557,116,1987,-37.87975,144.66459,Wyndham City Council
Clifton Hill,7/37 Groom St,2,h,510000,14.7,1,1,538,104,1962,-37.8915,144.65569,Wyndham City Council
Clifton Hill,18 Barries Pl,3,h,390000,14.7,1,2,530,109,1987,-37.90111,144.63302,Wyndham City Council
Coburg,37 Elizabeth St,3,h,815000,14.7,2,2,544,259,2010,-37.90381,144.73973,Wyndham City Council
Coburg,243 Moreland Rd,3,h,720000,14.7,2,3,1000,201,1990,-37.91212,144.63242,Wyndham City Council
Coburg,16 Linda St,2,h,931000,14.7,1,2,733,151,1960,-37.8978,144.6608,Wyndham City Council
Coburg,6 Shackell St,2,h,621000,14.7,2,2,556,177,2001,-37.89463,144.66857,Wyndham City Council
Coburg,3/58 Moore St,3,h,610000,14.7,2,2,528,210,2010,-37.78774,144.76019,Brimbank City Council
Coburg,2/118 Bruce St,3,h,725000,14.7,2,2,594,194,2003,-37.88338,144.74231,Wyndham City Council
Niddrie,2/34 Haldane Rd,2,h,480000,14.7,1,1,703,103,1979,-37.91147,144.67422,Wyndham City Council
Niddrie,204/4 Hotham Rd,3,h,500500,14.7,2,2,300,126,2017,-37.91375,144.76608,Wyndham City Council
Northcote,12/412 High St,2,h,1060000,14.7,3,2,978,325,2003,-37.89157,144.7584,Wyndham City Council
Northcote,50 Herbert St,3,h,656500,14.7,2,2,400,136,2011,-37.90601,144.73621,Wyndham City Council
Oak Park,126A Winifred St,3,h,454000,14.7,1,2,543,141,1982,-37.88507,144.67787,Wyndham City Council
Ormond,39 Draper St,5,h,640000,14.7,2,2,448,180,2010,-37.91013,144.74066,Wyndham City Council
Pascoe Vale,1/142 Derby St,3,t,516000,14.7,2,2,187,138,2006,-37.87814,144.74433,Wyndham City Council
Pascoe Vale,5 Sims St,3,h,452000,14.7,1,3,567,121,1980,-37.88666,144.66149,Wyndham City Council
Prahran,4/605 High St,2,h,485000,14.7,1,1,633,88,1960,-37.89444,144.65591,Wyndham City Council
Prahran,18/61 High St,2,h,510000,14.7,2,1,531,147,2003,-37.89556,144.64268,Wyndham City Council
Prahran,44 Spring St,1,h,645000,14.7,2,2,555,237,2002,-37.89359,144.66911,Wyndham City Council
Preston,7 Leicester St,3,u,394000,14.7,2,4,287,137,2013,-37.87895,144.6707,Wyndham City Council
Preston,33 Grandview Rd,3,h,1220000,3.4,1,1,293,104,1900,-37.78446,144.92797,Melbourne City Council
Preston,20 Ambon St,3,h,820000,3.4,1,0,185,98,1900,-37.78449,144.93482,Melbourne City Council
Rosanna,7/4 Banyule Rd,2,u,420000,4.2,1,1,0,55,1970,-37.794,144.923,Melbourne City Council
Seddon,199 Buckley St,2,t,750000,4.2,1,1,325,112,2002,-37.7976,144.9213,Melbourne City Council
South Melbourne,20 Glover St,3,h,905000,4.2,2,1,138,126,1999,-37.799,144.9276,Melbourne City Council
St Kilda,34 Acland St,2,u,365000,4.2,1,1,0,47,2012,-37.7961,144.9261,Melbourne City Council
Strathmore,186 Mascoma St,5,h,765000,4.2,1,2,158,76,1965,-37.7902,144.9319,Melbourne City Council
Sunshine,54 Ardoyne St,3,u,515000,4.2,1,1,3957,81,2010,-37.7974,144.9261,Melbourne City Council
Sunshine,138 Devonshire Rd,4,h,1155000,4.2,1,1,197,101,1890,-37.7918,144.9264,Melbourne City Council
Sunshine North,3 Belmore Rd,4,u,425000,4.2,1,1,0,59,2006,-37.7966,144.9254,Melbourne City Council
Surrey Hills,6A Thistle St,4,u,400000,3.4,1,1,0,56,2008,-37.79741,144.92614,Melbourne City Council
Thornbury,1/44 Hammond St,3,t,1017500,3.4,2,2,459,153,2003,-37.78273,144.92358,Melbourne City Council
Thornbury,68 Wilmoth St,2,h,953000,4.4,1,0,274,103,1930,-37.7813,144.9238,Melbourne City Council
Viewbank,9 Rockaway Dr,4,u,603000,4.4,1,1,0,96,1890,-37.788,144.9306,Melbourne City Council
Watsonia,5 Daours Ct,4,u,500000,4.4,1,1,0,72.9,1970,-37.7829,144.9247,Melbourne City Council
West Footscray,1 Dongola Rd,3,h,1085000,4.4,1,1,180,132,1991,-37.7839,144.9273,Melbourne City Council
Williamstown,10 Crofton Dr,5,h,1060000,4.4,1,0,209,75,1890,-37.7846,144.9347,Melbourne City Council
Williamstown,8/97 Verdon St,2,t,967000,3.4,2,2,0,120,1999,-37.79482,144.92192,Melbourne City Council
Williamstown,12/53 Morris St,2,u,535000,3.4,1,1,0,70,2011,-37.79122,144.93175,Melbourne City Council
Williamstown,6 Caspian Tce,4,h,1390000,3.4,2,0,146,138,1891,-37.79611,144.93305,Melbourne City Council
Yarraville,260 Francis St,3,u,365000,4.4,1,1,0,60,1970,-37.7833,144.9255,Melbourne City Council
Yarraville,2/150 Hyde St,2,u,425000,4.4,1,1,0,63,1970,-37.7833,144.9255,Melbourne City Council
Yarraville,455 Geelong Rd,2,h,730000,4.4,1,1,140,98,1890,-37.7867,144.9342,Melbourne City Council
Yarraville,292 Hyde St,3,u,345000,4.4,1,1,0,46,1970,-37.7826,144.9311,Melbourne City Council
Yarraville,40 Kingston St,3,h,1115000,4.4,1,1,244,84,1940,-37.7823,144.9278,Melbourne City Council
Yarraville,46 MacKay St,4,h,1200000,4.3,2,2,352,204,1997,-37.77413,144.87533,Maribyrnong City Council
Yarraville,10 Salisbury St,3,t,940000,4.3,2,2,366,183.8,2012,-37.7816,144.88999,Maribyrnong City Council
Airport West,67 Halsey Rd,3,h,1050000,4.3,1,1,272,101,1910,-37.77202,144.90731,Moonee Valley City Council
Albion,2/62 Selwyn St,3,u,425500,4.3,1,1,1727,82,1960,-37.77341,144.9013,Moonee Valley City Council
Carlton,20/264 Drummond St,1,h,1635000,4.3,1,2,619,170,1930,-37.7755,144.9275,Moonee Valley City Council
Elsternwick,8/37 Victoria St,2,h,1190000,4.3,2,2,476,212,2001,-37.76485,144.88545,Maribyrnong City Council
Elwood,6/53 Tennyson St,2,h,1250000,4.3,2,3,696,146,1950,-37.78045,144.88521,Maribyrnong City Council
Elwood,102/95 Ormond Rd,1,h,940000,5.9,1,2,298,108,1920,-37.7777,144.9195,Moonee Valley City Council
Fitzroy,60 Argyle St,2,h,1380000,5.9,2,2,277,174,1910,-37.7777,144.9221,Moonee Valley City Council
Gowanbrae,3 Birk Ct,3,u,490000,5.9,1,1,423,62,1970,-37.7736,144.9015,Moonee Valley City Council
South Yarra,2/1 Alexandra Av,2,h,1377000,5.9,1,1,417,168,1900,-37.7756,144.9208,Moonee Valley City Council
Strathmore,78 Bulla Rd,7,h,1230000,5.9,1,2,594,148,1960,-37.7819,144.9064,Moonee Valley City Council
Strathmore,5 Kilburn St,4,h,890000,5.9,1,1,300,185,1890,-37.7766,144.9143,Moonee Valley City Council
Surrey Hills,37 Newton St,5,h,890000,5.9,1,1,242,110,1920,-37.7765,144.9114,Moonee Valley City Council
Templestowe Lower,53 Fyfe Dr,5,h,950000,5.9,2,1,298,147,1920,-37.7778,144.9131,Moonee Valley City Council
Werribee,24 Swallow St,3,h,920000,8.7,1,2,689,110,1920,-37.7823,144.887,Maribyrnong City Council
Yarraville,1/23 Bena St,4,h,1320000,8.7,2,2,645,211,1900,-37.7662,144.8971,Maribyrnong City Council
Ascot Vale,2/25 Harold St,2,h,1072000,8.7,2,2,1396,175,1955,-37.7833,144.888,Maribyrnong City Council
Carrum,20 Parkside Bvd,2,t,865000,8.7,2,2,151,3,2010,-37.7855,144.8958,Maribyrnong City Council
Carrum Downs,10A William Rd,2,u,566000,8.7,2,1,3014,80,2012,-37.7853,144.8944,Maribyrnong City Council
Caulfield North,4/7 Hudson St,1,h,1048700,8.7,2,2,452,245,1999,-37.774,144.877,Maribyrnong City Council
Craigieburn,28/60 Cradle Mountain Dr,2,h,907000,8.7,1,2,678,124,1950,-37.769,144.8935,Maribyrnong City Council
Ferntree Gully,5 Bruce Cr,4,u,570000,8.7,2,1,3014,204,2012,-37.7853,144.8944,Maribyrnong City Council
Fitzroy,205/96 Charles St,1,h,1030000,8.7,2,1,573,196,1925,-37.7844,144.8876,Maribyrnong City Council
Frankston,12 Tantani St,3,h,1230000,8.7,3,2,270,215,2009,-37.7847,144.8962,Maribyrnong City Council
Frankston,50 Towerhill Rd,4,h,884500,8.7,2,2,211,234,2005,-37.7848,144.8969,Maribyrnong City Council
Greensborough,13 Stowe Av,4,h,1257000,5.3,2,1,337,153,1930,-37.7813,144.9371,Moonee Valley City Council
Heidelberg West,54 Alamein Rd,2,h,1765000,4.3,3,3,669,223,1910,-37.77008,144.89428,Maribyrnong City Council
Meadow Heights,13 Allendale Ct,3,h,1190000,4.3,1,2,688,113,1940,-37.76834,144.89411,Maribyrnong City Council
Melton South,15 Kurrajong Cr,3,h,3400000,4.3,1,5,2027,187,1964,-37.7657,144.89109,Maribyrnong City Council
Montmorency,2/22 Looker Rd,3,h,950000,4.3,1,0,138,97,1900,-37.77529,144.92255,Moonee Valley City Council
Oakleigh,42 Bishop St,4,h,1500000,4.3,3,1,382,218,2008,-37.77206,144.90397,Moonee Valley City Council
Parkdale,4/25 White St,1,h,843000,12.8,2,4,573,176,1980,-37.7473,144.8555,Brimbank City Council
Reservoir,2/27 Horton St,2,h,635000,12.8,2,1,162,115,2015,-37.7308,144.8664,Brimbank City Council
Rowville,3 Barwon Ct,3,h,941000,12.8,1,1,703,111,1965,-37.746,144.8651,Brimbank City Council
Seaford,14/10 Claude St,2,h,990000,11.7,2,2,310,168,2010,-37.74804,144.87039,Brimbank City Council
Reservoir,1/21 Dumbarton St,3,h,1188000,11.7,2,2,612,202,1961,-37.74375,144.87487,Brimbank City Council
Reservoir,19 Drysdale St,3,h,1750000,11.7,4,3,501,315,2009,-37.73972,144.87343,Brimbank City Council
Reservoir,8/211 Edwardes St,2,h,901500,11.7,2,2,563,186,1960,-37.7337,144.87256,Brimbank City Council
Reservoir,19 Wilkinson St,3,h,763000,11.7,2,2,286,166,2003,-37.73775,144.86645,Brimbank City Council
Reservoir,3/38 Barton St,2,h,705000,12.8,1,2,616,201,1970,-37.7449,144.8533,Brimbank City Council
Reservoir,4/60 Henty St,2,h,740000,11.7,1,4,534,120,1970,-37.74796,144.84966,Brimbank City Council
Reservoir,3/14 MacK St,3,h,1011000,11.7,1,2,536,129,1970,-37.74804,144.86747,Brimbank City Council
Reservoir,2/89 Purinuan Rd,2,h,1070000,11.7,2,3,648,272,1980,-37.73247,144.87241,Brimbank City Council
Reservoir,31 Rathcown Rd,3,h,1100000,9.5,2,2,668,153,1980,-37.7593,144.871,Moonee Valley City Council
Reservoir,3/18 Bedford St,1,h,790000,9.5,2,2,537,140,1970,-37.7528,144.8567,Moonee Valley City Council
Reservoir,4/62 St Vigeons Rd,2,h,773000,9.5,2,2,344,235,2004,-37.75861,144.86687,Moonee Valley City Council
Reservoir,3/94 Purinuan Rd,2,h,801000,9.5,2,2,580,133,1950,-37.76132,144.85619,Moonee Valley City Council
Reservoir,2 Carrington Rd,3,h,900000,9.5,3,1,612,117,1970,-37.7526,144.85488,Moonee Valley City Council
Reservoir,2/14 Drysdale St,2,h,522500,10.5,1,1,220,101,1995,-37.756,144.8641,Moonee Valley City Council
Reservoir,79 Darebin Bvd,3,h,805000,10.5,2,2,593,103,1970,-37.7607,144.8581,Moonee Valley City Council
Reservoir,1/12 Merino St,2,h,634000,10.5,2,1,582,153,1950,-37.7584,144.8568,Moonee Valley City Council
Reservoir,1/164 Leamington St,1,h,1300000,10.5,3,2,656,322,1990,-37.7522,144.8659,Moonee Valley City Council
Reservoir,28 Mendip Rd,3,h,895000,14.5,1,1,589,157,1965,-37.7143,144.8315,Brimbank City Council
Reservoir,54 Pine St,3,h,580000,18,2,2,600,174,2002,-37.6844,144.75595,Brimbank City Council
Reservoir,124 Rathcown Rd,2,h,680000,18,2,2,666,231,2005,-37.71594,144.7415,Melton City Council
Reservoir,39 Leamington St,4,h,615000,18,2,1,537,189,1995,-37.71269,144.77135,Brimbank City Council
Reservoir,6 MacKenzie St,3,h,558000,18,2,2,431,431,2008,-37.7209,144.75053,Melton City Council
Reservoir,42 Oconnor St,2,h,700000,18,2,2,727,244,1999,-37.68359,144.74067,Brimbank City Council
Reservoir,2/14 Ludeman Ct,2,h,628000,18,2,1,480,120,2003,-37.70228,144.74316,Brimbank City Council
Richmond,24 Butler St,2,h,645500,18,2,2,719,155,2000,-37.6883,144.74225,Brimbank City Council
Richmond,412/10 Burnley St,1,h,650000,18,2,2,666,157,1998,-37.70382,144.75342,Brimbank City Council
Richmond,31 Johnson St,3,h,655000,18,2,2,621,654,1998,-37.71542,144.75897,Melton City Council
Richmond,30 Cameron St,3,h,677000,18,2,2,661,196,1999,-37.69655,144.75538,Brimbank City Council
Richmond,255 Coppin St,3,h,490000,18,2,2,251,128,2009,-37.71202,144.75072,Melton City Council
Richmond,229/253 Bridge Rd,1,h,695000,18,2,2,655,182,2004,-37.70936,144.76098,Melton City Council
Richmond,2/175 Kent St,2,h,725500,18,3,2,450,260,2011,-37.71152,144.75283,Melton City Council
Richmond,35A Hunter St,2,h,618350,18,2,2,542,221,2009,-37.68104,144.74608,Brimbank City Council
Richmond,41 Shelley St,3,h,780000,15.5,2,2,997,297,2000,-37.69221,144.78209,Brimbank City Council
Richmond,7/42 Baker St,2,h,653000,15.5,2,2,625,153,2000,-37.69924,144.79452,Brimbank City Council
Richmond,77 Buckingham St,3,h,735000,15.5,2,2,749,180,1979,-37.72321,144.80882,Brimbank City Council
Richmond,4a Gardner St,2,h,1136000,15.5,3,2,700,291,2007,-37.68767,144.7703,Brimbank City Council
Richmond,401/18 Tanner St,2,t,502000,15.5,2,2,198,143,2004,-37.69503,144.77869,Brimbank City Council
Richmond,2/310 Burnley St,3,u,439000,6.9,1,1,0,70,2005,-37.7679,144.9245,Moonee Valley City Council
Richmond,6 Kennedy St,3,h,1940000,6.9,2,3,675,228,1920,-37.7686,144.912,Moonee Valley City Council
Richmond,249 Punt Rd,4,u,560000,6.9,2,1,0,63,2015,-37.7675,144.92,Moonee Valley City Council
Richmond,46 Park Gr,4,h,1515000,6.9,2,3,574,203,1910,-37.7644,144.9061,Moonee Valley City Council
Richmond,10 Botherambo St,2,h,1850000,6.2,2,2,596,203,1950,-37.76086,144.90497,Moonee Valley City Council
Richmond,28 Farmer St,3,u,222000,6.2,1,0,0,29,2012,-37.77154,144.91597,Moonee Valley City Council
Richmond,25 Palmer St,4,h,1200000,6.2,1,1,455,145,1920,-37.76913,144.93236,Moonee Valley City Council
Richmond,153/73 River St,2,h,1835000,6.2,2,1,438,183,1910,-37.77011,144.92881,Moonee Valley City Council
Richmond,219/6 Lord St,2,h,1800000,6.2,2,2,550,174,1940,-37.7677,144.91107,Moonee Valley City Council
Richmond,20 Lincoln St,4,h,1635000,6.2,2,2,431,165,1900,-37.76909,144.91947,Moonee Valley City Council
Rosanna,101 Ellesmere Pde,4,u,670000,6.9,2,2,0,120,2000,-37.7672,144.9209,Moonee Valley City Council
Rosanna,166 Rosanna Rd,3,h,1225000,6.9,1,1,388,120,1920,-37.7692,144.9057,Moonee Valley City Council
Rosanna,3/9 Mountain View Pde,4,h,1445000,6.9,3,2,384,178,1920,-37.7617,144.9272,Moonee Valley City Council
Rosanna,11/77 McCrae Rd,2,h,1550000,6.9,2,3,477,258,2014,-37.7661,144.9076,Moonee Valley City Council
Rosanna,54 Grove Rd,4,h,1170000,6.9,1,1,443,102,1930,-37.7585,144.928,Moonee Valley City Council
Rosanna,1/8 Stokes St,3,h,1120000,6.9,1,1,571,138,1915,-37.7659,144.9116,Moonee Valley City Council
Seddon,38 Lily St,3,u,420000,6.9,1,1,0,82,1950,-37.7701,144.9079,Moonee Valley City Council
Seddon,58 Station Rd,3,h,860000,6.9,1,1,301,80,1920,-37.7695,144.9092,Moonee Valley City Council
Seddon,15 Pentland Pde,4,h,1637000,6.9,1,3,539,190,1900,-37.7701,144.9287,Moonee Valley City Council
Seddon,70 Station Rd,3,h,1505000,6.9,2,2,249,168,2007,-37.7609,144.9296,Moonee Valley City Council
Seddon,93 Williamstown Rd,5,u,330000,6.9,1,1,0,39,2014,-37.7715,144.916,Moonee Valley City Council
Seddon,27 thomson St,2,h,1015000,6.9,1,1,228,125,1910,-37.7685,144.9183,Moonee Valley City Council
Seddon,204/2 Alexander St,2,h,2340000,6.9,3,3,619,372,2009,-37.7691,144.9321,Moonee Valley City Council
Seddon,32 Walter St,4,h,1400000,6.9,2,2,394,160,1890,-37.7699,144.9149,Moonee Valley City Council
Seddon,10/117 Albert St,2,h,1345000,6.9,2,2,313,193,1910,-37.7709,144.9288,Moonee Valley City Council
Seddon,18 William St,4,h,1425000,6.9,1,1,526,159,1900,-37.7701,144.9172,Moonee Valley City Council
Seddon,80 Gamon St,2,h,1250000,6.9,2,1,283,222,2002,-37.7638,144.9175,Moonee Valley City Council
South Melbourne,806/50 Albert Rd,2,h,1725000,6.9,2,3,596,203,1950,-37.7609,144.905,Moonee Valley City Council
